game_pk,game_date,team,opponent,is_home,runs,runs_allowed
778364,2025-04-11,Milwaukee Brewers,Arizona Diamondbacks,0,7,0
778358,2025-04-11,Athletics,New York Mets,1,6,7
778358,2025-04-11,New York Mets,Athletics,0,7,6
778356,2025-04-11,Los Angeles Dodgers,Chicago Cubs,1,3,0
778356,2025-04-11,Chicago Cubs,Los Angeles Dodgers,0,0,3
778348,2025-04-12,Minnesota Twins,Detroit Tigers,1,0,4
778348,2025-04-12,Detroit Tigers,Minnesota Twins,0,4,0
778347,2025-04-12,St. Louis Cardinals,Philadelphia Phillies,1,1,4
778347,2025-04-12,Philadelphia Phillies,St. Louis Cardinals,0,4,1
778355,2025-04-12,New York Yankees,San Francisco Giants,1,8,4
778355,2025-04-12,San Francisco Giants,New York Yankees,0,4,8
778346,2025-04-12,Athletics,New York Mets,1,3,1
778346,2025-04-12,New York Mets,Athletics,0,1,3
778362,2025-04-12,Baltimore Orioles,Toronto Blue Jays,1,5,4
778362,2025-04-12,Toronto Blue Jays,Baltimore Orioles,0,4,5
778353,2025-04-12,Tampa Bay Rays,Atlanta Braves,1,4,5
778353,2025-04-12,Atlanta Braves,Tampa Bay Rays,0,5,4
778349,2025-04-12,Chicago White Sox,Boston Red Sox,1,3,2
778349,2025-04-12,Boston Red Sox,Chicago White Sox,0,2,3
778354,2025-04-12,Miami Marlins,Washington Nationals,1,7,6
778354,2025-04-12,Washington Nationals,Miami Marlins,0,6,7
778359,2025-04-12,Cleveland Guardians,Kansas City Royals,1,6,3
778359,2025-04-12,Kansas City Royals,Cleveland Guardians,0,3,6
778357,2025-04-12,Cincinnati Reds,Pittsburgh Pirates,1,5,2
778357,2025-04-12,Pittsburgh Pirates,Cincinnati Reds,0,2,5
778351,2025-04-12,Houston Astros,Los Angeles Angels,1,1,4
778351,2025-04-12,Los Angeles Angels,Houston Astros,0,4,1
778350,2025-04-12,Arizona Diamondbacks,Milwaukee Brewers,1,5,4
778350,2025-04-12,Milwaukee Brewers,Arizona Diamondbacks,0,4,5
778352,2025-04-12,San Diego Padres,Colorado Rockies,1,2,0
778352,2025-04-12,Colorado Rockies,San Diego Padres,0,0,2
778345,2025-04-12,Los Angeles Dodgers,Chicago Cubs,1,0,16
778345,2025-04-12,Chicago Cubs,Los Angeles Dodgers,0,16,0
778341,2025-04-12,Seattle Mariners,Texas Rangers,1,9,2
778341,2025-04-12,Texas Rangers,Seattle Mariners,0,2,9
778344,2025-04-13,Baltimore Orioles,Toronto Blue Jays,1,6,7
778344,2025-04-13,Toronto Blue Jays,Baltimore Orioles,0,7,6
778339,2025-04-13,New York Yankees,San Francisco Giants,1,4,5
778339,2025-04-13,San Francisco Giants,New York Yankees,0,5,4
778342,2025-04-13,Cleveland Guardians,Kansas City Royals,1,2,4
778342,2025-04-13,Kansas City Royals,Cleveland Guardians,0,4,2
778343,2025-04-13,Cincinnati Reds,Pittsburgh Pirates,1,4,0
778343,2025-04-13,Pittsburgh Pirates,Cincinnati Reds,0,0,4
778340,2025-04-13,Tampa Bay Rays,Atlanta Braves,1,8,3
778340,2025-04-13,Atlanta Braves,Tampa Bay Rays,0,3,8
778337,2025-04-13,Miami Marlins,Washington Nationals,1,11,4
778337,2025-04-13,Washington Nationals,Miami Marlins,0,4,11
778329,2025-04-13,Houston Astros,Los Angeles Angels,1,7,3
778329,2025-04-13,Los Angeles Angels,Houston Astros,0,3,7
778335,2025-04-13,Minnesota Twins,Detroit Tigers,1,5,1
778335,2025-04-13,Detroit Tigers,Minnesota Twins,0,1,5
778338,2025-04-13,Chicago White Sox,Boston Red Sox,1,1,3
778338,2025-04-13,Boston Red Sox,Chicago White Sox,0,3,1
778336,2025-04-13,St. Louis Cardinals,Philadelphia Phillies,1,7,0
778336,2025-04-13,Philadelphia Phillies,St. Louis Cardinals,0,0,7
778333,2025-04-13,Athletics,New York Mets,1,0,8
778333,2025-04-13,New York Mets,Athletics,0,8,0
778330,2025-04-13,San Diego Padres,Colorado Rockies,1,6,0
778330,2025-04-13,Colorado Rockies,San Diego Padres,0,0,6
778334,2025-04-13,Seattle Mariners,Texas Rangers,1,3,1
778334,2025-04-13,Texas Rangers,Seattle Mariners,0,1,3
778332,2025-04-13,Arizona Diamondbacks,Milwaukee Brewers,1,5,2
778332,2025-04-13,Milwaukee Brewers,Arizona Diamondbacks,0,2,5
778331,2025-04-13,Los Angeles Dodgers,Chicago Cubs,1,2,4
778331,2025-04-13,Chicago Cubs,Los Angeles Dodgers,0,4,2
778321,2025-04-14,Pittsburgh Pirates,Washington Nationals,1,10,3
778321,2025-04-14,Washington Nationals,Pittsburgh Pirates,0,3,10
778320,2025-04-14,Philadelphia Phillies,San Francisco Giants,1,4,10
778320,2025-04-14,San Francisco Giants,Philadelphia Phillies,0,10,4
778328,2025-04-14,Tampa Bay Rays,Boston Red Sox,1,16,1
778328,2025-04-14,Boston Red Sox,Tampa Bay Rays,0,1,16
778327,2025-04-14,New York Yankees,Kansas City Royals,1,4,1
778327,2025-04-14,Kansas City Royals,New York Yankees,0,1,4
778322,2025-04-14,Toronto Blue Jays,Atlanta Braves,1,4,8
778322,2025-04-14,Atlanta Braves,Toronto Blue Jays,0,8,4
778324,2025-04-14,Minnesota Twins,New York Mets,1,1,5
778324,2025-04-14,New York Mets,Minnesota Twins,0,5,1
778323,2025-04-14,Milwaukee Brewers,Detroit Tigers,1,1,9
778323,2025-04-14,Detroit Tigers,Milwaukee Brewers,0,9,1
778325,2025-04-14,St. Louis Cardinals,Houston Astros,1,8,3
778325,2025-04-14,Houston Astros,St. Louis Cardinals,0,3,8
778315,2025-04-14,San Diego Padres,Chicago Cubs,1,10,4
778315,2025-04-14,Chicago Cubs,San Diego Padres,0,4,10
778326,2025-04-14,Los Angeles Dodgers,Colorado Rockies,1,5,3
778326,2025-04-14,Colorado Rockies,Los Angeles Dodgers,0,3,5
778314,2025-04-15,Pittsburgh Pirates,Washington Nationals,1,0,3
778314,2025-04-15,Washington Nationals,Pittsburgh Pirates,0,3,0
778316,2025-04-15,Cincinnati Reds,Seattle Mariners,1,8,4
778316,2025-04-15,Seattle Mariners,Cincinnati Reds,0,4,8
778318,2025-04-15,Miami Marlins,Arizona Diamondbacks,1,4,10
778318,2025-04-15,Arizona Diamondbacks,Miami Marlins,0,10,4
778313,2025-04-15,Philadelphia Phillies,San Francisco Giants,1,6,4
778313,2025-04-15,San Francisco Giants,Philadelphia Phillies,0,4,6
778317,2025-04-15,Baltimore Orioles,Cleveland Guardians,1,3,6
778317,2025-04-15,Cleveland Guardians,Baltimore Orioles,0,6,3
778319,2025-04-15,Tampa Bay Rays,Boston Red Sox,1,4,7
778319,2025-04-15,Boston Red Sox,Tampa Bay Rays,0,7,4
778312,2025-04-15,New York Yankees,Kansas City Royals,1,4,2
778312,2025-04-15,Kansas City Royals,New York Yankees,0,2,4
778311,2025-04-15,Toronto Blue Jays,Atlanta Braves,1,6,3
778311,2025-04-15,Atlanta Braves,Toronto Blue Jays,0,3,6
778307,2025-04-15,Minnesota Twins,New York Mets,1,6,3
778307,2025-04-15,New York Mets,Minnesota Twins,0,3,6
778309,2025-04-15,Chicago White Sox,Athletics,1,3,12
778309,2025-04-15,Athletics,Chicago White Sox,0,12,3
778310,2025-04-15,Milwaukee Brewers,Detroit Tigers,1,5,0
778310,2025-04-15,Detroit Tigers,Milwaukee Brewers,0,0,5
778308,2025-04-15,St. Louis Cardinals,Houston Astros,1,0,2
778308,2025-04-15,Houston Astros,St. Louis Cardinals,0,2,0
778306,2025-04-15,Texas Rangers,Los Angeles Angels,1,4,0
778306,2025-04-15,Los Angeles Angels,Texas Rangers,0,0,4
778305,2025-04-15,San Diego Padres,Chicago Cubs,1,1,2
778305,2025-04-15,Chicago Cubs,San Diego Padres,0,2,1
778302,2025-04-15,Los Angeles Dodgers,Colorado Rockies,1,6,2
778302,2025-04-15,Colorado Rockies,Los Angeles Dodgers,0,2,6
778297,2025-04-16,Toronto Blue Jays,Atlanta Braves,1,3,1
778297,2025-04-16,Atlanta Braves,Toronto Blue Jays,0,1,3
778299,2025-04-16,Minnesota Twins,New York Mets,1,4,3
778299,2025-04-16,New York Mets,Minnesota Twins,0,3,4
778295,2025-04-16,Milwaukee Brewers,Detroit Tigers,1,5,1
778295,2025-04-16,Detroit Tigers,Milwaukee Brewers,0,1,5
778290,2025-04-16,St. Louis Cardinals,Houston Astros,1,4,1
778290,2025-04-16,Houston Astros,St. Louis Cardinals,0,1,4
778288,2025-04-16,San Diego Padres,Chicago Cubs,1,4,2
778288,2025-04-16,Chicago Cubs,San Diego Padres,0,2,4
778301,2025-04-16,Baltimore Orioles,Cleveland Guardians,1,9,1
778301,2025-04-16,Cleveland Guardians,Baltimore Orioles,0,1,9
778293,2025-04-16,Pittsburgh Pirates,Washington Nationals,1,6,1
778293,2025-04-16,Washington Nationals,Pittsburgh Pirates,0,1,6
778304,2025-04-16,Cincinnati Reds,Seattle Mariners,1,3,5
778304,2025-04-16,Seattle Mariners,Cincinnati Reds,0,5,3
778303,2025-04-16,Miami Marlins,Arizona Diamondbacks,1,2,6
778303,2025-04-16,Arizona Diamondbacks,Miami Marlins,0,6,2
778296,2025-04-16,Philadelphia Phillies,San Francisco Giants,1,4,11
778296,2025-04-16,San Francisco Giants,Philadelphia Phillies,0,11,4
778298,2025-04-16,Tampa Bay Rays,Boston Red Sox,1,0,1
778298,2025-04-16,Boston Red Sox,Tampa Bay Rays,0,1,0
778300,2025-04-16,New York Yankees,Kansas City Royals,1,4,3
778300,2025-04-16,Kansas City Royals,New York Yankees,0,3,4
778294,2025-04-16,Chicago White Sox,Athletics,1,1,3
778294,2025-04-16,Athletics,Chicago White Sox,0,3,1
778289,2025-04-16,Texas Rangers,Los Angeles Angels,1,3,1
778289,2025-04-16,Los Angeles Angels,Texas Rangers,0,1,3
778287,2025-04-16,Los Angeles Dodgers,Colorado Rockies,1,8,7
778287,2025-04-16,Colorado Rockies,Los Angeles Dodgers,0,7,8
778291,2025-04-17,Miami Marlins,Arizona Diamondbacks,1,4,6
778291,2025-04-17,Arizona Diamondbacks,Miami Marlins,0,6,4
778280,2025-04-17,Pittsburgh Pirates,Washington Nationals,1,1,0
778280,2025-04-17,Washington Nationals,Pittsburgh Pirates,0,0,1
778285,2025-04-17,Cincinnati Reds,Seattle Mariners,1,7,11
778285,2025-04-17,Seattle Mariners,Cincinnati Reds,0,11,7
778283,2025-04-17,Chicago White Sox,Athletics,1,0,8
778283,2025-04-17,Athletics,Chicago White Sox,0,8,0
778279,2025-04-17,Philadelphia Phillies,San Francisco Giants,1,6,4
778279,2025-04-17,San Francisco Giants,Philadelphia Phillies,0,4,6
778292,2025-04-17,Baltimore Orioles,Cleveland Guardians,1,6,2
778292,2025-04-17,Cleveland Guardians,Baltimore Orioles,0,2,6
778286,2025-04-17,Detroit Tigers,Kansas City Royals,1,6,1
778286,2025-04-17,Kansas City Royals,Detroit Tigers,0,1,6
778282,2025-04-17,Tampa Bay Rays,New York Yankees,1,3,6
778282,2025-04-17,New York Yankees,Tampa Bay Rays,0,6,3
778278,2025-04-17,New York Mets,St. Louis Cardinals,1,4,1
778278,2025-04-17,St. Louis Cardinals,New York Mets,0,1,4
778281,2025-04-17,Texas Rangers,Los Angeles Angels,1,5,3
778281,2025-04-17,Los Angeles Angels,Texas Rangers,0,3,5
778268,2025-04-18,Chicago Cubs,Arizona Diamondbacks,1,13,11
778268,2025-04-18,Arizona Diamondbacks,Chicago Cubs,0,11,13
778277,2025-04-18,Detroit Tigers,Kansas City Royals,1,7,3
778277,2025-04-18,Kansas City Royals,Detroit Tigers,0,3,7
778271,2025-04-18,Pittsburgh Pirates,Cleveland Guardians,1,7,10
778271,2025-04-18,Cleveland Guardians,Pittsburgh Pirates,0,10,7
778274,2025-04-18,Philadelphia Phillies,Miami Marlins,1,7,2
778274,2025-04-18,Miami Marlins,Philadelphia Phillies,0,2,7
778276,2025-04-18,Baltimore Orioles,Cincinnati Reds,1,3,8
778276,2025-04-18,Cincinnati Reds,Baltimore Orioles,0,8,3
778272,2025-04-18,Tampa Bay Rays,New York Yankees,1,0,1
778272,2025-04-18,New York Yankees,Tampa Bay Rays,0,1,0
778273,2025-04-18,Toronto Blue Jays,Seattle Mariners,1,3,1
778273,2025-04-18,Seattle Mariners,Toronto Blue Jays,0,1,3
778270,2025-04-18,New York Mets,St. Louis Cardinals,1,5,4
778270,2025-04-18,St. Louis Cardinals,New York Mets,0,4,5
778275,2025-04-18,Boston Red Sox,Chicago White Sox,1,10,3
778275,2025-04-18,Chicago White Sox,Boston Red Sox,0,3,10
778284,2025-04-18,Atlanta Braves,Minnesota Twins,1,6,4
778284,2025-04-18,Minnesota Twins,Atlanta Braves,0,4,6
778263,2025-04-18,Texas Rangers,Los Angeles Dodgers,1,0,3
778263,2025-04-18,Los Angeles Dodgers,Texas Rangers,0,3,0
778269,2025-04-18,Houston Astros,San Diego Padres,1,6,4
778269,2025-04-18,San Diego Padres,Houston Astros,0,4,6
778261,2025-04-18,Milwaukee Brewers,Athletics,1,5,3
778261,2025-04-18,Athletics,Milwaukee Brewers,0,3,5
778260,2025-04-18,Los Angeles Angels,San Francisco Giants,1,2,0
778260,2025-04-18,San Francisco Giants,Los Angeles Angels,0,0,2
778252,2025-04-19,Philadelphia Phillies,Miami Marlins,1,11,10
778252,2025-04-19,Miami Marlins,Philadelphia Phillies,0,10,11
778265,2025-04-19,Detroit Tigers,Kansas City Royals,1,3,1
778265,2025-04-19,Kansas City Royals,Detroit Tigers,0,1,3
778257,2025-04-19,Chicago Cubs,Arizona Diamondbacks,1,6,2
778257,2025-04-19,Arizona Diamondbacks,Chicago Cubs,0,2,6
778258,2025-04-19,Toronto Blue Jays,Seattle Mariners,1,4,8
778258,2025-04-19,Seattle Mariners,Toronto Blue Jays,0,8,4
778262,2025-04-19,Baltimore Orioles,Cincinnati Reds,1,9,5
778262,2025-04-19,Cincinnati Reds,Baltimore Orioles,0,5,9
778254,2025-04-19,Pittsburgh Pirates,Cleveland Guardians,1,0,3
778254,2025-04-19,Cleveland Guardians,Pittsburgh Pirates,0,3,0
778256,2025-04-19,New York Mets,St. Louis Cardinals,1,3,0
778256,2025-04-19,St. Louis Cardinals,New York Mets,0,0,3
778251,2025-04-19,Texas Rangers,Los Angeles Dodgers,1,4,3
778251,2025-04-19,Los Angeles Dodgers,Texas Rangers,0,3,4
778247,2025-04-19,Colorado Rockies,Washington Nationals,1,11,12
778247,2025-04-19,Washington Nationals,Colorado Rockies,0,12,11
778264,2025-04-19,Boston Red Sox,Chicago White Sox,1,4,3
778264,2025-04-19,Chicago White Sox,Boston Red Sox,0,3,4
778255,2025-04-19,Tampa Bay Rays,New York Yankees,1,10,8
778255,2025-04-19,New York Yankees,Tampa Bay Rays,0,8,10
778259,2025-04-19,Houston Astros,San Diego Padres,1,3,2
778259,2025-04-19,San Diego Padres,Houston Astros,0,2,3
778253,2025-04-19,Milwaukee Brewers,Athletics,1,1,3
778253,2025-04-19,Athletics,Milwaukee Brewers,0,3,1
778267,2025-04-19,Atlanta Braves,Minnesota Twins,1,4,3
778267,2025-04-19,Minnesota Twins,Atlanta Braves,0,3,4
778243,2025-04-19,Los Angeles Angels,San Francisco Giants,1,2,3
778243,2025-04-19,San Francisco Giants,Los Angeles Angels,0,3,2
778250,2025-04-20,Baltimore Orioles,Cincinnati Reds,1,2,24
778250,2025-04-20,Cincinnati Reds,Baltimore Orioles,0,24,2
778242,2025-04-20,Pittsburgh Pirates,Cleveland Guardians,1,4,5
778242,2025-04-20,Cleveland Guardians,Pittsburgh Pirates,0,5,4
778249,2025-04-20,Atlanta Braves,Minnesota Twins,1,6,2
778249,2025-04-20,Minnesota Twins,Atlanta Braves,0,2,6
778245,2025-04-20,Boston Red Sox,Chicago White Sox,1,4,8
778245,2025-04-20,Chicago White Sox,Boston Red Sox,0,8,4
778248,2025-04-20,Philadelphia Phillies,Miami Marlins,1,5,7
778248,2025-04-20,Miami Marlins,Philadelphia Phillies,0,7,5
778241,2025-04-20,Toronto Blue Jays,Seattle Mariners,1,3,8
778241,2025-04-20,Seattle Mariners,Toronto Blue Jays,0,8,3
778246,2025-04-20,Detroit Tigers,Kansas City Royals,1,3,4
778246,2025-04-20,Kansas City Royals,Detroit Tigers,0,4,3
778244,2025-04-20,New York Mets,St. Louis Cardinals,1,7,4
778244,2025-04-20,St. Louis Cardinals,New York Mets,0,4,7
778240,2025-04-20,Tampa Bay Rays,New York Yankees,1,0,4
778240,2025-04-20,New York Yankees,Tampa Bay Rays,0,4,0
778239,2025-04-20,Milwaukee Brewers,Athletics,1,14,1
778239,2025-04-20,Athletics,Milwaukee Brewers,0,1,14
778236,2025-04-20,Chicago Cubs,Arizona Diamondbacks,1,2,3
778236,2025-04-20,Arizona Diamondbacks,Chicago Cubs,0,3,2
778234,2025-04-20,Texas Rangers,Los Angeles Dodgers,1,0,1
778234,2025-04-20,Los Angeles Dodgers,Texas Rangers,0,1,0
778235,2025-04-20,Colorado Rockies,Washington Nationals,1,2,3
778235,2025-04-20,Washington Nationals,Colorado Rockies,0,3,2
778266,2025-04-20,Colorado Rockies,Washington Nationals,1,3,1
778266,2025-04-20,Washington Nationals,Colorado Rockies,0,1,3
778232,2025-04-20,Los Angeles Angels,San Francisco Giants,1,5,4
778232,2025-04-20,San Francisco Giants,Los Angeles Angels,0,4,5
778237,2025-04-20,Houston Astros,San Diego Padres,1,2,3
778237,2025-04-20,San Diego Padres,Houston Astros,0,3,2
778238,2025-04-21,Boston Red Sox,Chicago White Sox,1,4,2
778238,2025-04-21,Chicago White Sox,Boston Red Sox,0,2,4
778227,2025-04-21,Cleveland Guardians,New York Yankees,1,6,4
778227,2025-04-21,New York Yankees,Cleveland Guardians,0,4,6
778228,2025-04-21,Detroit Tigers,San Diego Padres,1,6,4
778228,2025-04-21,San Diego Padres,Detroit Tigers,0,4,6
778230,2025-04-21,Miami Marlins,Cincinnati Reds,1,6,3
778230,2025-04-21,Cincinnati Reds,Miami Marlins,0,3,6
778225,2025-04-21,New York Mets,Philadelphia Phillies,1,5,4
778225,2025-04-21,Philadelphia Phillies,New York Mets,0,4,5
778233,2025-04-21,Atlanta Braves,St. Louis Cardinals,1,7,6
778233,2025-04-21,St. Louis Cardinals,Atlanta Braves,0,6,7
778231,2025-04-21,Houston Astros,Toronto Blue Jays,1,7,0
778231,2025-04-21,Toronto Blue Jays,Houston Astros,0,0,7
778226,2025-04-21,San Francisco Giants,Milwaukee Brewers,1,5,2
778226,2025-04-21,Milwaukee Brewers,San Francisco Giants,0,2,5
778218,2025-04-22,Cleveland Guardians,New York Yankees,1,3,2
778218,2025-04-22,New York Yankees,Cleveland Guardians,0,2,3
778221,2025-04-22,Detroit Tigers,San Diego Padres,1,0,2
778221,2025-04-22,San Diego Padres,Detroit Tigers,0,2,0
778219,2025-04-22,Miami Marlins,Cincinnati Reds,1,4,3
778219,2025-04-22,Cincinnati Reds,Miami Marlins,0,3,4
778222,2025-04-22,Washington Nationals,Baltimore Orioles,1,7,0
778222,2025-04-22,Baltimore Orioles,Washington Nationals,0,0,7
778224,2025-04-22,Boston Red Sox,Seattle Mariners,1,8,3
778224,2025-04-22,Seattle Mariners,Boston Red Sox,0,3,8
778223,2025-04-22,New York Mets,Philadelphia Phillies,1,5,1
778223,2025-04-22,Philadelphia Phillies,New York Mets,0,1,5
778229,2025-04-22,Atlanta Braves,St. Louis Cardinals,1,4,10
778229,2025-04-22,St. Louis Cardinals,Atlanta Braves,0,10,4
778215,2025-04-22,Kansas City Royals,Colorado Rockies,1,4,3
778215,2025-04-22,Colorado Rockies,Kansas City Royals,0,3,4
778220,2025-04-22,Chicago Cubs,Los Angeles Dodgers,1,11,10
778220,2025-04-22,Los Angeles Dodgers,Chicago Cubs,0,10,11
778216,2025-04-22,Minnesota Twins,Chicago White Sox,1,4,2
778216,2025-04-22,Chicago White Sox,Minnesota Twins,0,2,4
778217,2025-04-22,Houston Astros,Toronto Blue Jays,1,5,1
778217,2025-04-22,Toronto Blue Jays,Houston Astros,0,1,5
778211,2025-04-22,Los Angeles Angels,Pittsburgh Pirates,1,3,9
778211,2025-04-22,Pittsburgh Pirates,Los Angeles Angels,0,9,3
778212,2025-04-22,Arizona Diamondbacks,Tampa Bay Rays,1,5,1
778212,2025-04-22,Tampa Bay Rays,Arizona Diamondbacks,0,1,5
778210,2025-04-22,San Francisco Giants,Milwaukee Brewers,1,3,11
778210,2025-04-22,Milwaukee Brewers,San Francisco Giants,0,11,3
778213,2025-04-22,Athletics,Texas Rangers,1,5,8
778213,2025-04-22,Texas Rangers,Athletics,0,8,5
778214,2025-04-23,Atlanta Braves,St. Louis Cardinals,1,4,1
778214,2025-04-23,St. Louis Cardinals,Atlanta Braves,0,1,4
778209,2025-04-23,Detroit Tigers,San Diego Padres,1,6,0
778209,2025-04-23,San Diego Padres,Detroit Tigers,0,0,6
778203,2025-04-23,New York Mets,Philadelphia Phillies,1,4,3
778203,2025-04-23,Philadelphia Phillies,New York Mets,0,3,4
778208,2025-04-23,Miami Marlins,Cincinnati Reds,1,2,5
778208,2025-04-23,Cincinnati Reds,Miami Marlins,0,5,2
778206,2025-04-23,Cleveland Guardians,New York Yankees,1,1,5
778206,2025-04-23,New York Yankees,Cleveland Guardians,0,5,1
778204,2025-04-23,Washington Nationals,Baltimore Orioles,1,4,3
778204,2025-04-23,Baltimore Orioles,Washington Nationals,0,3,4
778207,2025-04-23,Boston Red Sox,Seattle Mariners,1,5,8
778207,2025-04-23,Seattle Mariners,Boston Red Sox,0,8,5
778205,2025-04-23,Chicago Cubs,Los Angeles Dodgers,1,7,6
778205,2025-04-23,Los Angeles Dodgers,Chicago Cubs,0,6,7
778200,2025-04-23,Houston Astros,Toronto Blue Jays,1,3,1
778200,2025-04-23,Toronto Blue Jays,Houston Astros,0,1,3
778201,2025-04-23,Minnesota Twins,Chicago White Sox,1,6,3
778201,2025-04-23,Chicago White Sox,Minnesota Twins,0,3,6
778202,2025-04-23,Los Angeles Angels,Pittsburgh Pirates,1,0,3
778202,2025-04-23,Pittsburgh Pirates,Los Angeles Angels,0,3,0
778199,2025-04-23,Arizona Diamondbacks,Tampa Bay Rays,1,6,7
778199,2025-04-23,Tampa Bay Rays,Arizona Diamondbacks,0,7,6
778198,2025-04-23,San Francisco Giants,Milwaukee Brewers,1,4,2
778198,2025-04-23,Milwaukee Brewers,San Francisco Giants,0,2,4
778197,2025-04-23,Athletics,Texas Rangers,1,5,2
778197,2025-04-23,Texas Rangers,Athletics,0,2,5
778189,2025-04-24,Minnesota Twins,Chicago White Sox,1,0,3
778189,2025-04-24,Chicago White Sox,Minnesota Twins,0,3,0
778196,2025-04-24,Boston Red Sox,Seattle Mariners,1,3,4
778196,2025-04-24,Seattle Mariners,Boston Red Sox,0,4,3
778190,2025-04-24,Kansas City Royals,Colorado Rockies,1,7,4
778190,2025-04-24,Colorado Rockies,Kansas City Royals,0,4,7
778195,2025-04-24,Kansas City Royals,Colorado Rockies,1,6,2
778195,2025-04-24,Colorado Rockies,Kansas City Royals,0,2,6
778194,2025-04-24,San Francisco Giants,Milwaukee Brewers,1,6,5
778194,2025-04-24,Milwaukee Brewers,San Francisco Giants,0,5,6
778193,2025-04-24,Washington Nationals,Baltimore Orioles,1,1,2
778193,2025-04-24,Baltimore Orioles,Washington Nationals,0,2,1
778191,2025-04-24,Los Angeles Angels,Pittsburgh Pirates,1,4,3
778191,2025-04-24,Pittsburgh Pirates,Los Angeles Angels,0,3,4
778188,2025-04-24,Arizona Diamondbacks,Tampa Bay Rays,1,4,7
778188,2025-04-24,Tampa Bay Rays,Arizona Diamondbacks,0,7,4
778192,2025-04-24,Athletics,Texas Rangers,1,4,3
778192,2025-04-24,Texas Rangers,Athletics,0,3,4
778182,2025-04-25,Chicago Cubs,Philadelphia Phillies,1,4,0
778182,2025-04-25,Philadelphia Phillies,Chicago Cubs,0,0,4
778183,2025-04-25,Washington Nationals,New York Mets,1,5,4
778183,2025-04-25,New York Mets,Washington Nationals,0,4,5
778185,2025-04-25,New York Yankees,Toronto Blue Jays,1,2,4
778185,2025-04-25,Toronto Blue Jays,New York Yankees,0,4,2
778187,2025-04-25,Kansas City Royals,Houston Astros,1,2,0
778187,2025-04-25,Houston Astros,Kansas City Royals,0,0,2
778186,2025-04-25,Minnesota Twins,Los Angeles Angels,1,11,4
778186,2025-04-25,Los Angeles Angels,Minnesota Twins,0,4,11
778184,2025-04-25,St. Louis Cardinals,Milwaukee Brewers,1,3,2
778184,2025-04-25,Milwaukee Brewers,St. Louis Cardinals,0,2,3
778181,2025-04-25,Colorado Rockies,Cincinnati Reds,1,7,8
778181,2025-04-25,Cincinnati Reds,Colorado Rockies,0,8,7
778172,2025-04-25,San Diego Padres,Tampa Bay Rays,1,0,1
778172,2025-04-25,Tampa Bay Rays,San Diego Padres,0,1,0
778177,2025-04-25,Arizona Diamondbacks,Atlanta Braves,1,2,8
778177,2025-04-25,Atlanta Braves,Arizona Diamondbacks,0,8,2
778175,2025-04-25,Seattle Mariners,Miami Marlins,1,4,8
778175,2025-04-25,Miami Marlins,Seattle Mariners,0,8,4
